buyer_member_id,advertiser_id,campaign_id,imps,cost,revenue,clicks
310,570,18609,11,0.0008,0.011,0
310,570,18623,14,0.001,0.014,1
310,570,18640,15,0.0009,0.015,0
310,570,18666,9,0.0006,0.009,0
310,570,18670,15,0.0007,0.015,0
310,571,18692,12,0.0003,0.012,0
310,571,18693,17,0.001,0.017,0
310,571,18732,10,0.0007,0.01,0
310,571,18743,17,0.0013,0.017,1
310,571,18755,16,0.001,0.016,0
310,571,18777,10,0.0009,0.01,0
310,571,18781,10,0.0006,0.01,0
310,573,19089,12,0.0009,0.012,0
310,573,19102,17,0.0008,0.017,0
310,573,19103,11,0.001,0.011,0
310,573,19113,16,0.0013,0.016,0
310,573,19143,13,0.001,0.013,0
310,573,19218,8,0.0005,0.008,1
310,573,19226,17,0.001,0.017,1
310,573,19237,15,0.001,0.015,0
310,574,19295,13,0,0,0
310,574,19393,11,0,0,0
310,574,19420,12,0.001,0.012,0
310,574,19425,8,0.0006,0.008,0
310,575,19661,16,0.0011,0.016,2
310,575,19677,14,0.001,0.014,0
310,576,19849,10,0.0006,0.01,2
310,577,19901,15,0.0011,0.015,0
310,577,19937,18,0.0015,0.018,0
310,577,19981,12,0.0005,0.012,0
310,577,19995,9,0.0007,0.009,1
310,577,20004,14,0.0008,0.014,0
310,577,20048,14,0.0009,0.014,0
310,577,20076,13,0.0008,0.013,0
310,578,20142,13,0.001,0.013,0
310,578,20143,9,0.0005,0.009,1
310,578,20159,11,0.0009,0.011,0
310,578,20210,15,0.0015,0.015,1
310,578,20248,14,0.0009,0.014,0
324,1713,22873,1,0.014368,0,0
324,1746,23486,95,0.24,0.475,0
324,1854,23637,2644,1.3259,2.644,0
324,1854,23639,11,0.006,0.011,0
324,1854,24403,1044,1.308403,1.044,0
324,1854,24416,3713,18.565,3.713,0
324,3132,36297,16,0.0384,0.048,0
324,3202,28474,18199,0,36.398,0
325,488,28179,228,1.824,0,0
331,818,22923,545,0.292762,45,10
331,3249,29222,295,0.26669,0.295,0
341,632,20682,126987,40.027935,0,0
346,718,24996,51,0.075735,0.0765,0
360,3042,27916,32994,0,0,0
367,781,22737,23,0.247312,0.272043,0
367,1711,23349,8,0.086022,0.094624,0
373,809,23651,30,0,0,0
373,809,23652,2,0,0,0
376,8944,34889,6,0.01053,0.0117,0
405,2475,25276,1,0.003496,0.017479,0
405,2475,25456,1057,0.540437,93.2238,10
405,3651,30895,1,0,0.001,0
405,3651,30909,8,0.00018,0.008,1
405,3651,33833,6,0.002994,0,0
608,2680,25649,597,1.6536,0.597,1
648,3252,34595,48,0.048,0.24033,0
650,6765,32186,6,0.00228,1,1
650,6765,32195,4,0.002586,0.008,1
702,3622,30723,10,0,0,0
716,13368,39532,519,4950,4950,0
739,7242,32627,1,0.000158,0.001,0
739,7248,32633,1,0,0.001,0
739,7385,32770,2,0.00244,0.002,0
739,7405,32797,2,0.0005,0.002,0
739,7425,32813,2,0.0005,0.002,0
739,7427,32815,2,0.002583,0.002,0
739,7875,33300,2,0.0005,0.002,0
739,7885,33310,2,0.008,0.012,0
739,7932,33379,2,0.001,0.002,0
739,7973,33452,1000,0.5,1,0
739,9003,35144,8,0.005768,0.008,0
739,9011,35150,2,0.001788,0.002,0
739,9091,35234,8,0.004645,0.008,0
739,9093,35240,8,0.004672,0.008,0
739,9123,35258,8,0.002,0.008,0
739,9182,35320,1,0.0005,0.001,0
739,9545,35717,1,0.001081,0.001,0
739,9627,35809,1,0.00208,0.001,0
739,9631,35813,1,0.0005,0.001,0
739,9651,35835,1,0,0.001,0
739,10459,37001,9,0.0045,0.009,0
739,10551,37095,140,0.07,0.14,0
739,10935,37638,200,0.1,0.2,0
739,10946,37649,200,0.1,0.2,0
739,10977,37687,200,0.1,0.2,0
739,11554,38362,10,0.005,0.01,0
739,11561,38369,10,0.005,0.01,0
739,11612,38412,10,0.009876,0.01,0
739,11615,38414,10,0.007125,0.01,0
739,11805,38589,10,0,0.01,0
739,11853,38613,10,0.02,0.01,0
739,11867,38620,10,0.02,0.01,0
739,11886,38637,10,0.005,0.01,0
739,12448,38708,601,0.3005,0.601,0
739,12451,38711,200,0.1,0.2,0
739,12497,38768,1,0.0005,0.001,0
739,12594,38869,2,0.003138,0.002,0
739,12600,38875,1,0.0005,0.001,0
739,12656,38946,8,0.004744,0.008,0
739,13014,39292,2,0.000658,0.002,0
739,13101,39379,4,0.01364,0.004,0
739,13175,39502,1000,0.5,1,0
739,13176,39503,10000,5,10,0
739,13182,39509,63,0.0315,0.063,0
739,15705,39886,10,0.01,0.01,0
739,15707,39888,10,0.01,0.01,0
739,15715,39897,10,0.01,0.01,0
739,15808,39992,10,0.01,0.01,0
740,7239,32624,1,0.0005,0.001,0
740,7283,32670,1,0.0005,0.001,0
740,7312,32699,1,0.0005,0.001,0
740,7446,32828,1,0.0005,0.001,0
740,7709,33037,1,0.0005,0.001,0
740,7774,33115,1,0,0.001,0
740,7880,33305,1,0.0005,0.001,0
740,8352,34432,1,0.0005,0.001,0
740,8372,34453,1,0.0005,0.001,0
740,9056,35200,2,0.002129,0.002,0
740,9187,35325,1,0,0.001,0
740,9252,35393,1,0.001402,0.001,0
740,9530,35699,1,0.0005,0.001,0
740,12671,38959,1,0.0005,0.001,0
740,12729,39016,1,0.0005,0.001,0
740,12743,39030,1,0.000922,0.001,0
740,12809,39090,2,0.002406,0.002,0
740,13041,39319,2,0.0005,0.002,0
740,13098,39376,1,0.00341,0.001,0
742,10855,37846,1,0,0,0
761,6682,31846,2,0.001,0.002,0
761,9883,36342,39,0.02535,0.039,0
762,6675,31839,1,0.001053,0.001,0
762,6683,31847,1,0.0005,0.001,0
768,11750,38556,10,0.00992,0.01,0
830,9901,36408,1798,0,1.798,431
830,11228,37897,195170,172.527,314,2133
830,15815,44502,222,0,7,7
833,9890,36380,8722,8.722,8.722,5189
838,11474,38209,866,0.0393,0.1,0
845,11484,38257,668,66.132,0.668,8
873,13136,39423,8,0.00408,0.00408,0
873,13136,39510,40,0.03901,0.03901,0
49,2772,26724,10,0.001,0,1
49,3211,28463,84,0.022,0.084,2
49,3625,30716,79,0.0395,0.079,0
49,10846,37440,47,0.03095,0.047,0
185,51,17777,62196,2.65372,6219.6,0
281,1710,27237,5,0,0,0
289,79,17956,973,1.897276,0,0
292,222,36293,9062,9.025279,1,1
294,364,17765,1702648,3085.456474,0,0
300,484,30674,24,0,0,0
300,872,22446,191,0.134154,0.191,0
310,569,18346,11,0.0006,0.011,0
310,569,18377,11,0.0008,0.011,0
310,569,18426,11,0.0008,0.011,1
310,569,18432,14,0.0006,0.014,0
310,569,18456,19,0.0008,0.019,1
310,569,18457,15,0.0007,0.015,0
310,570,18496,14,0.0013,0.014,2
310,570,18519,19,0.0014,0.019,1
310,570,18545,15,0.001,0.015,1
310,570,18551,13,0.0007,0.013,1
310,570,18556,13,0.0011,0.013,1
310,570,18591,13,0.0008,0.013,0
310,570,18628,14,0.0007,0.014,0
310,570,18676,12,0.0009,0.012,0
310,571,18689,19,0.0009,0.019,1
310,571,18705,15,0.0009,0.015,0
310,571,18769,16,0.001,0.016,0
310,571,18801,9,0.0003,0.009,0
310,571,18820,22,0.0016,0.022,2
310,571,18854,9,0.0005,0.009,0
310,572,18893,9,0.0008,0.009,0
310,572,18924,18,0.0012,0.018,0
310,572,18938,18,0.0013,0.018,2
310,572,18954,18,0.0008,0.018,1
310,572,19064,11,0.0006,0.011,1
310,572,19072,11,0.0007,0.011,0
310,572,19083,15,0.0012,0.015,0
310,573,19109,18,0.0011,0.018,1
310,573,19114,15,0.0012,0.015,0
310,573,19120,15,0.0009,0.015,0
310,573,19148,8,0.0005,0.008,0
310,573,19167,15,0.0012,0.015,0
310,573,19182,10,0.0008,0.01,0
310,573,19211,12,0.001,0.012,2
310,573,19245,15,0.0012,0.015,1
310,573,19282,17,0.001,0.017,0
310,574,19292,11,0,0,0
310,574,19354,17,0.0013,0.017,0
310,574,19361,11,0.0008,0.011,0
310,574,19382,15,0.0011,0.015,0
310,575,19671,9,0.0008,0.009,0
310,576,19880,12,0.001,0.012,0
310,577,19887,10,0.0008,0.01,1
310,577,19933,8,0.0006,0.008,1
310,577,19941,13,0.001,0.013,1
310,577,19953,11,0.0006,0.011,1
310,577,19960,11,0.0008,0.011,0
310,577,19962,22,0.0016,0.022,1
310,577,19998,20,0.0016,0.02,0
310,577,20041,22,0.0015,0.022,1
310,578,20094,16,0.0009,0.016,0
310,578,20098,19,0.0009,0.019,0
310,578,20116,10,0.0006,0.01,0
310,578,20180,10,0.0007,0.01,0
310,578,20194,15,0.0012,0.015,0
310,578,20236,10,0.0006,0.01,1
324,1713,22742,1,0.001056,0.001,0
324,1713,22867,1,0.014368,0,0
324,1746,23432,196,0.555,0.98,0
324,1746,25587,5,0.025,0.025,0
324,2364,24775,1,0.001087,0,0
331,500,18008,49758,1337,2674,1337
331,3204,28448,3423,2.013808,0,30
331,3241,28755,1,0.00113,0,0
342,709,21347,1059,1.468519,0,0
346,718,23113,2,0.00297,0.003,0
360,3042,27450,2,0,0,0
360,3099,28435,999,0,0,0
360,3108,27773,2,0,0,0
360,3185,28569,6000,0,0,0
367,781,25519,5,0.143011,0.157312,0
367,2397,25508,5,0.143011,0.157312,0
367,2667,25579,4,0.043011,0.047312,0
373,809,23018,22,0,0.022,0
405,3168,27966,14581,11.351742,29.162,0
405,3651,30904,8,0.00024,0.008,0
622,3233,28623,15,0.0075,0.015,0
635,3315,29741,1,0,0,0
648,9849,36285,1,0.001,0,0
650,6765,32183,25,0.055161,0.05,1
651,11194,37878,13,15.745704,35.237112,12
716,10571,37127,3,0,0,0
724,11227,37888,27487,36.219817,0,0
739,7218,32603,1,0.001,0.001,0
739,7238,32623,1,0.001796,0.001,0
739,7492,32859,2,0.0005,0.002,0
739,7519,32883,7,0.003238,0.007,0
739,7710,33038,1,0.0005,0.001,0
739,7963,33430,1000,0.5,1,0
739,7972,33451,1005,0.5025,1.005,0
739,7974,33453,1000,0.5,1,0
739,7979,33457,2,0.0005,0.002,0
739,9089,35232,8,0.00488,0.008,0
739,9137,35269,1,0.0005,0.001,0
739,9139,35272,1,0.001103,0.001,0
739,9173,35312,1,0.0005,0.001,0
739,9235,35375,1,0.0005,0.001,0
739,9245,35386,1,0,0.001,0
739,9559,35733,1,0.001091,0.001,0
739,9659,35844,1,0,0.001,0
739,9809,35997,1,0.0005,0.001,0
739,9817,36005,1,0.0005,0.001,0
739,10424,36966,133,0.0665,0.133,0
739,10896,37599,200,0.1,0.2,0
739,10954,37657,200,0.1,0.2,0
739,11500,38294,3,0.0015,0.003,0
739,11543,38351,60,0.03,0.06,0
739,11573,38385,10,0.005,0.01,0
739,11718,38514,5260,2.63,5.26,0
739,11851,38612,10,0.015,0.01,0
739,11859,38616,10,0,0.01,0
739,12427,38681,1,0.0005,0.001,0
739,12460,38720,200,0.1,0.2,0
739,12481,38742,200,0.1,0.2,0
739,12564,38836,1,0.0005,0.001,0
739,12660,38950,2,0.001611,0.002,0
739,12802,39083,2,0.0005,0.002,0
739,12835,39110,1,0.0005,0.001,0
739,12837,39112,2,0.002933,0.002,0
739,12879,39154,2,0.003423,0.002,0
739,12900,39175,2,0.0005,0.002,0
739,12982,39260,2,0.00146,0.002,0
739,13008,39286,2,0.003097,0.002,0
739,13062,39340,2,0.0005,0.002,0
739,13174,39501,1000,0.5,1,0
739,15576,39713,14,0.007,0.014,0
739,15683,39863,10,0.01,0.01,0
740,7186,32575,2,0.001761,0.002,0
740,7360,32743,2,0.002761,0.002,0
740,7416,32804,1,0.0005,0.001,0
740,7432,32820,1,0.0005,0.001,0
740,7707,33035,1,0.0005,0.001,0
740,7768,33109,2,0.0005,0.002,0
740,8376,34457,1,0.0005,0.001,0
740,9052,35195,2,0.002292,0.002,0
740,9132,35263,4,0.003331,0.004,0
740,9221,35362,1,0.0005,0.001,0
740,9516,35685,1,0,0.001,0
740,9528,35697,1,0.0005,0.001,0
740,9660,35845,1,0.0005,0.001,0
740,9726,35914,1,0.0005,0.001,0
740,9784,35972,1,0.002307,0.001,0
740,12661,38951,1,0.0005,0.001,0
740,12790,39075,1,0.0005,0.001,0
740,12904,39178,2,0.0005,0.002,0
740,13015,39293,2,0.003067,0.002,0
740,13091,39369,2,0.0005,0.002,0
742,11411,38459,10,0,0,4
768,7755,33092,35,0.048381,0.035,0
768,12682,38969,1,0.0005,0.001,0
830,15815,44500,4,0,0,0
838,11474,38491,774,0.0485,0.139,10
839,10412,37056,9,0.03306,0,2
259,46,17759,4415,96.119983,0,1
292,222,30584,1224,0.37342,0,0
292,5158,31695,4,0.001014,0,0
300,484,30988,1,0.001037,0,0
310,569,18294,14,0.0011,0.014,0
310,569,18306,5,0.0002,0.005,0
310,569,18315,6,0.0006,0.006,0
310,569,18333,15,0.0007,0.015,0
310,569,18373,13,0.0007,0.013,0
310,569,18405,13,0.0009,0.013,1
310,569,18408,12,0.0009,0.012,0
310,570,18487,13,0.001,0.013,1
310,570,18512,16,0.0014,0.016,0
310,570,18559,11,0.0006,0.011,0
310,570,18602,10,0.0005,0.01,0
310,570,18647,14,0.0007,0.014,1
310,571,18734,7,0.0003,0.007,0
310,571,18737,13,0.0009,0.013,0
310,571,18759,15,0.001,0.015,0
310,571,18771,18,0.0015,0.018,0
310,571,18821,12,0.0008,0.012,0
310,572,18913,14,0.0009,0.014,0
310,572,18918,9,0.0006,0.009,1
310,572,18939,16,0.0007,0.016,0
310,572,18940,12,0.0007,0.012,0
310,572,18946,9,0.0008,0.009,0
310,572,18948,13,0.0008,0.013,1
310,572,19062,11,0.0007,0.011,1
310,572,19069,12,0.001,0.012,1
310,572,19073,17,0.0013,0.017,0
310,572,19075,10,0.0008,0.01,1
310,572,19082,18,0.0012,0.018,0
310,573,19088,14,0.0008,0.014,2
310,573,19166,11,0.0006,0.011,0
310,573,19194,17,0.001,0.017,0
310,573,19242,241,0.0159,0.241,5
310,574,19309,13,0.001,0.013,0
310,574,19407,13,0.0007,0.013,0
310,574,19414,9,0.0005,0.009,0
310,575,19650,15,0.001,0.015,1
310,575,19674,19,0.0012,0.019,0
310,576,19867,18,0.0012,0.018,1
310,577,19896,15,0.0009,0.015,0
310,577,19911,15,0.0008,0.015,0
310,577,19920,11,0.0007,0.011,1
310,577,19973,17,0.0013,0.017,0
310,577,19977,14,0.0009,0.014,0
310,577,19982,12,0.0005,0.012,0
310,577,20030,15,0.001,0.015,1
310,577,20039,23,0.0016,0.023,1
310,577,20062,10,0.0005,0.01,0
310,578,20104,9,0.0008,0.009,0
310,578,20122,12,0.0009,0.012,1
310,578,20156,9,0.0005,0.009,0
310,578,20168,22,0.0014,0.022,1
310,578,20182,6,0.0006,0.006,0
310,578,20191,16,0.0012,0.016,2
310,578,20226,15,0.0008,0.015,0
324,1746,23441,220,0.6475,1.1,0
324,1746,23468,5,0.0125,0.025,0
324,1854,23641,4003,5.00159,4.003,0
324,2685,25889,69,0.023812,0,0
324,3245,28906,102981,184.298528,205.962,28
324,3858,31239,1,0.0001,0,0
326,493,17954,247488,928.779587,83,7352
331,500,17997,35,0,0,0
331,500,22009,258,0.272874,0,0
331,787,21901,1,0.0005,0.001,0
331,2502,25438,569,10.239,17.07,0
331,2502,27811,283,2.640529,2.83,2
331,2892,27416,3,0.001474,0.003,0
331,2893,27535,1866,67.391875,150,150
331,3204,28449,2479,0.768842,0,5
331,3269,29486,10423,9.936605,10.423,0
331,3269,29491,3011,3.011,3.011,0
331,3480,30566,3037,13.581886,13,3
331,11481,38250,2747,2.745,2.747,0
346,718,23715,3,0.004455,0.0045,0
360,3085,27906,32488,0,0,0
360,3108,27765,1,0,0,0
360,3185,28562,500,0,0,0
360,3188,28361,1967,0,0,0
360,3248,29526,445,0,0,0
367,781,25518,4,0.043011,0.047312,0
367,1711,24997,8,0.086022,0.094624,0
367,1745,25090,4942,3.7065,4.07715,0
405,3651,30979,5,0.00015,0.005,0
405,9097,35244,1,0.09999,0,0
405,15792,49386,1,0,0,0
